longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,median_house_value (Predicted),ocean_proximity
-117.96,33.66,19,5925,744,2302,729,7.5699,391313.2,333300,<1H OCEAN
-121.04,38.95,22,1931,445,1009,407,2.75,107191,153200,INLAND
-119.23,35.79,31,2862,606,2467,600,2.3125,71769,62100,INLAND
-117.97,34.11,18,123,28,121,26,3.0417,174755,137500,INLAND
-122.02,36.98,21,1484,394,984,380,2.1734,174755,187500,NEAR OCEAN
-117.9,33.8,23,1368,397,1940,358,3.0789,163115,350000,<1H OCEAN
-122.39,40.59,26,1279,438,1276,420,1.2404,57719,81300,INLAND
-122.23,38.11,47,3007,524,1152,486,4,170858.01,141500,NEAR BAY
-119.49,36.58,21,2106,410,867,380,1.9913,68852,95300,INLAND
-118.16,34.09,50,1568,302,1093,333,3.1442,180971,162100,<1H OCEAN
-117.64,33.99,29,1005,152,513,149,2.4375,112115,181300,INLAND
-121.83,38,25,1710,288,799,259,4.8359,178305,145300,INLAND
-119.02,36.06,41,2279,538,1908,511,1.3952,58222,43100,INLAND
-118.44,34.01,43,1408,246,651,240,4.5795,340593.01,400000,<1H OCEAN
-121.9,37.29,36,1389,225,623,223,6.6331,361107.15,283300,<1H OCEAN
-121.28,38.63,36,120,16,30,14,10.2264,391290.26,350000,INLAND
-119.53,34.4,14,1671,383,1079,365,3.1389,186823,248700,<1H OCEAN
-122.67,38.43,17,1804,304,750,298,4.5588,240307,196400,<1H OCEAN
-121.65,37.11,14,6006,914,2915,898,5.9356,289811.07,321700,<1H OCEAN
-118.18,33.8,42,2301,621,2114,561,2.0579,139280,132700,NEAR OCEAN
-118.3,34.26,28,1643,489,1142,458,3.1607,206729,200600,<1H OCEAN
-119.74,34.35,34,1664,292,705,257,5,299474.03,329400,NEAR OCEAN
-117.94,33.92,28,639,179,1062,169,3.0588,149708,145200,<1H OCEAN
-122.07,37.58,16,1606,240,1117,268,6.0661,288903.02,247000,NEAR BAY
-122.7,38.44,42,709,182,547,172,2.1912,158678,165000,<1H OCEAN
-117.04,32.73,36,2084,400,1097,398,3.2717,129262,130700,NEAR OCEAN
-120.45,39.8,47,2149,456,965,419,1.7829,76082,55900,INLAND
-117.66,33.5,16,1956,346,862,326,4.4732,237393.05,186300,<1H OCEAN
-117.25,33.03,6,3416,493,1319,467,6.9326,396442.18,324600,NEAR OCEAN
-121.35,38.56,16,2278,370,1203,371,5.0622,159015,132400,INLAND
-117.77,33.71,15,2102,295,1060,303,7.3141,319380,337100,<1H OCEAN
-121.96,37.52,26,4211,741,2352,734,5.2396,245914.01,223900,<1H OCEAN
-119.84,36.78,24,3242,795,2764,773,1.3385,67477,58800,INLAND
-121.84,37.27,16,2429,387,1293,363,5.5,237680.01,253200,<1H OCEAN
-118.83,34.17,17,4668,628,1917,624,8.1397,428431.06,353900,<1H OCEAN
-118.01,33.83,23,1086,268,825,250,2.4609,206152.01,219600,<1H OCEAN
-118.2,33.93,41,857,201,934,227,2.6339,138142,145700,<1H OCEAN
-118.02,33.73,24,6393,1141,2743,1057,5.1384,253541.01,336900,<1H OCEAN
-120.42,34.96,14,2069,343,1240,338,4.5066,217150,149800,<1H OCEAN
-121.88,37.26,13,1893,487,1018,464,3.8047,233952,204700,<1H OCEAN
-122.47,37.69,34,1954,357,1130,367,4.6447,282018.01,304500,NEAR OCEAN
-121.81,38.43,30,1674,297,756,292,3.9286,136611,133100,INLAND
-117.94,34.14,33,1620,283,868,275,5.411,198129,219400,INLAND
-117.34,33.96,15,6437,1298,2805,1205,4.1883,143514,184500,INLAND
-118.11,34.07,39,1270,299,1073,278,3.3088,185894,186600,<1H OCEAN
-118.48,34.02,22,1249,483,1106,481,2.5261,295161.1,375000,<1H OCEAN
-118.75,34.28,27,1452,251,928,259,4.6908,199316,186600,<1H OCEAN
-114.59,34.83,41,812,,375,158,1.7083,61349,48500,INLAND
-123.26,41.86,25,2344,532,1117,424,2.7222,81562,64600,INLAND
-122.12,38.01,50,1738,355,837,363,3.609,172844,135700,NEAR BAY
-117.3,33.08,24,2628,527,1389,520,4,320976.23,343200,NEAR OCEAN
-117.14,32.76,28,3025,756,1328,695,2.694,177872,164100,NEAR OCEAN
-117.1,32.75,15,2422,774,2120,715,1.0617,155031,92400,NEAR OCEAN
-117.9,33.76,26,2678,702,3262,685,3.6953,184012,176800,<1H OCEAN
-118.28,34.02,52,281,103,470,96,1.9375,199128,38800,<1H OCEAN
-117.79,34.07,33,1694,333,1689,301,3.7583,139638,116300,INLAND
-117.27,32.84,26,3940,657,1180,600,6.1025,330317.08,500001,NEAR OCEAN
-121.82,38.46,10,6331,1181,3419,1110,3.7083,139336,154800,INLAND
-121.11,39.09,16,1000,197,508,190,2.3062,123376,138800,INLAND
-118.05,33.65,5,7017,935,2427,867,10.1154,486720.69,477700,NEAR OCEAN
-120.11,34.62,16,2943,394,959,359,6.2094,351452.11,440000,NEAR OCEAN
-122.36,37.58,37,3325,734,1468,692,4.0987,341134.13,434000,NEAR OCEAN
-118.35,34.06,48,3551,826,1601,827,3.2279,329521.08,400000,<1H OCEAN
-117.81,33.56,24,6258,1003,1730,752,10.9601,489839.73,500001,<1H OCEAN
-122.91,39.05,27,789,208,295,108,3.7667,153546,95000,INLAND
-121.34,37.99,14,3111,498,1178,525,6.556,241067,234700,INLAND
-122,37.12,17,4413,672,1674,608,6.9772,369719.15,383300,<1H OCEAN
-122.26,37.86,35,5161,1744,3276,1742,1.6307,230020.02,253600,NEAR BAY
-121.29,38.76,12,1198,174,443,170,6.0097,208399,187500,INLAND
-117.57,33.87,37,621,156,443,135,2.3333,111514,122800,INLAND
-117.86,33.78,25,2635,660,1710,634,3.125,175435,215000,<1H OCEAN
-117.87,33.76,37,4943,851,2164,788,4.1071,214973,311300,<1H OCEAN
-117.17,32.81,33,3064,506,1355,488,4.22,194794,178700,NEAR OCEAN
-120.44,34.91,12,3189,463,1200,442,5.299,243471.02,226800,<1H OCEAN
-121.3,38.66,21,3824,634,1818,600,3.712,129138,139000,INLAND
-122.43,37.77,52,1862,472,872,471,3.2981,379326.04,222700,NEAR BAY
-117.06,32.69,9,521,111,491,110,5.1305,206365.01,158900,NEAR OCEAN
-117.96,33.68,24,6517,1279,3441,1198,4.25,267939.09,152100,<1H OCEAN
-117.19,32.75,52,1495,230,459,190,8.1548,484997.84,500001,NEAR OCEAN
-117.33,34.06,36,755,157,625,152,2.0242,75998,65000,INLAND
-115.57,32.8,17,1492,426,1595,428,1.7188,66843,69900,INLAND
-118.1,33.74,37,997,262,531,282,4.7773,262237.02,400000,NEAR OCEAN
-118.51,34.14,28,6748,904,2431,876,12.8879,495811.9,500001,<1H OCEAN
-120.45,34.86,23,3415,778,1492,633,2.2791,203378,114800,NEAR OCEAN
-117.89,34.12,35,1470,241,885,246,4.9239,206081,168800,<1H OCEAN
-118.26,34.24,35,1666,280,788,273,6.6277,354262.1,344400,<1H OCEAN
-122.07,37.67,28,2932,739,1198,624,3.2417,234911.01,210800,NEAR BAY
-119,35.35,31,2931,716,1969,588,2.2155,71865,62100,INLAND
-117.74,34.09,30,3199,591,2192,563,3.4871,135724,136400,INLAND
-118.09,34.03,27,3797,597,2043,614,5.5,279188.01,276800,<1H OCEAN
-120.68,35.14,34,3100,617,1155,542,3.0938,219254.02,245900,NEAR OCEAN
-122.32,37.94,46,1901,295,833,352,5.5196,338453.03,210800,NEAR BAY
-119.72,34.43,30,2491,656,1091,576,2.5139,243489.03,279500,<1H OCEAN
-118.75,34.27,25,3371,502,1717,506,6.1253,284930,225000,<1H OCEAN
-118.47,34.2,25,4590,1477,2723,1195,2.7118,193919,281700,<1H OCEAN
-117.86,33.75,31,1761,515,1810,468,1.9309,128692,173400,<1H OCEAN
-121.97,37.35,30,1955,,999,386,4.6328,290837.01,287100,<1H OCEAN
-118.41,34.09,37,2716,302,809,291,15.0001,500001,500001,<1H OCEAN
-117.33,34.17,13,3616,665,2189,620,3.7949,125872,106300,INLAND
-122.16,37.77,48,977,194,446,180,4.7708,266493.01,156300,NEAR BAY
-117.65,33.42,25,2174,428,603,352,3.3967,339486.2,249400,NEAR OCEAN
-122.28,37.82,52,1489,335,728,244,0.8172,120369,85300,NEAR BAY
-118.09,33.83,36,2734,448,1308,441,5.9265,275210,227300,<1H OCEAN
-122.55,38.81,7,3639,637,1027,421,3.8831,168263,132100,INLAND
-118.08,34.12,41,1598,280,807,282,5.5067,292252,325000,<1H OCEAN
-120.69,35.62,43,3044,652,1456,608,2.4567,183006.01,140000,<1H OCEAN
-118.24,34.14,36,1813,560,1501,544,1.9125,182234,238000,<1H OCEAN
-117.88,33.89,16,959,176,353,185,4.5,200883,173300,<1H OCEAN
-118.88,34.02,19,15990,2611,5175,2173,7.7848,414885.33,500001,NEAR OCEAN
-122.04,37.32,27,2826,451,1259,439,5.7528,340519.04,431400,<1H OCEAN
-118.2,33.82,43,1758,347,954,312,5.2606,293555.03,198900,NEAR OCEAN
-118.14,34.69,48,1379,327,696,304,2.1167,78449,94900,INLAND
-117.09,32.56,8,864,156,626,172,4.8984,189211,151500,NEAR OCEAN
-122.11,37.37,49,1068,190,410,171,7.2045,435966.35,500001,NEAR BAY
-117.71,34.04,20,1950,310,1054,312,4.625,147590,222100,INLAND
-117.81,33.67,8,2098,342,908,329,7.7589,327656.02,342900,<1H OCEAN
-121.44,38.52,36,3446,950,2460,847,1.6521,74040,69700,INLAND
-118.1,33.95,34,3635,781,2171,720,3.7308,201685,196900,<1H OCEAN
-121.77,37.31,16,1649,228,769,230,6.6455,308587.01,302600,<1H OCEAN
-123.24,38.7,38,1460,311,569,176,2.7171,123592,131300,NEAR OCEAN
-122.5,37.77,52,1769,414,1032,380,3.9954,379470,324700,NEAR BAY
-122.82,38.39,22,1288,243,593,220,3.625,211667,233700,<1H OCEAN
-121.24,36.34,33,1691,308,792,262,2.6648,208317,164600,<1H OCEAN
-117.02,32.8,27,2369,370,927,374,4.1162,179019,177200,<1H OCEAN
-118.43,34.03,45,1740,311,788,306,5.2099,370421.11,373600,<1H OCEAN
-118.1,33.92,35,2017,383,1388,386,4.0774,182171,171600,<1H OCEAN
-120.6,37.35,34,1722,316,904,315,2.4653,84041,66100,INLAND
-118.18,34.07,28,2616,630,2218,621,2.6842,163005,156000,<1H OCEAN
-118.43,34.25,35,1447,335,1630,306,2.9205,190094,143100,<1H OCEAN
-118.97,37.64,14,1847,439,238,98,3.6042,141851,137500,INLAND
-121.31,38.75,7,4185,750,2147,706,4.0519,142534,129200,INLAND
-118.21,34.08,52,3672,808,3062,764,2.6806,188400.01,153000,<1H OCEAN
-122.54,37.9,41,3170,622,1091,528,3.7813,342860.19,389200,NEAR BAY
-122.11,37.67,38,1035,247,599,224,3.0917,175606,167200,NEAR BAY
-118.18,34.04,42,1670,,1997,452,2.788,150115,150500,<1H OCEAN
-122.08,37.41,20,1896,456,1069,436,4.6875,297679.01,288900,NEAR BAY
-122.26,37.86,52,3774,744,1461,679,2.9405,222069.02,289500,NEAR BAY
-120.57,37.43,39,2235,412,1268,402,2.6758,79697,74600,INLAND
-119.02,35.38,48,346,92,129,63,1.1875,83256,63800,INLAND
-121.99,38.53,6,4598,834,2561,812,3.4186,134764,127300,INLAND
-117.94,33.86,35,2127,417,1247,378,4.75,204703,185600,<1H OCEAN
-119.03,34.23,16,5323,795,2493,779,5.6762,280028.03,271300,<1H OCEAN
-118,34.15,43,2583,633,1544,617,2.5417,121998,178300,INLAND
-122.6,38.93,16,1657,390,572,301,1.4767,79287,62000,INLAND
-121.48,38.58,52,2501,757,1081,708,1.5872,87658,157500,INLAND
-118.28,33.93,52,117,33,74,45,0.4999,232935,90600,<1H OCEAN
-117.09,32.99,16,2175,327,1037,326,5.1909,232156,201400,<1H OCEAN
-117.29,34.11,48,1498,448,1586,455,1.1687,66996,70800,INLAND
-118.62,34.21,26,3234,517,1597,513,6.1074,282513,258600,<1H OCEAN
-117.45,34.11,7,6356,1244,4052,1164,2.9112,116235,121700,INLAND
-117.82,33.78,25,4977,645,2061,646,6.58,308528.03,318500,<1H OCEAN
-124.35,40.54,52,1820,300,806,270,3.0147,272032.1,94600,NEAR OCEAN
-116.99,32.72,14,1771,301,1046,284,4.775,176943,143300,<1H OCEAN
-118.36,33.94,39,1390,410,1666,371,3.3056,185573,156800,<1H OCEAN
-116.89,33.79,12,701,130,434,110,2.0577,91845,56700,INLAND
-122.1,37.69,30,3115,625,1444,568,3.7222,203628.01,195800,NEAR BAY
-120.64,35.47,8,416,121,936,97,2.1154,129353,117200,<1H OCEAN
-122.69,38.45,36,1943,337,711,318,3.9191,232791,183000,<1H OCEAN
-121.77,37.22,16,3992,540,2097,555,6.7287,309633.02,299300,<1H OCEAN
-117.34,33.89,17,2678,394,1225,367,5.363,196624,211300,INLAND
-117.98,33.69,16,2437,438,986,422,5.7117,265925.01,247200,<1H OCEAN
-117.26,33.09,13,3730,761,1335,603,4.1667,270654.07,227100,NEAR OCEAN
-119.88,34.44,27,4724,793,2394,738,5.5954,309947.07,261400,NEAR OCEAN
-117.23,32.72,43,952,209,392,210,2.1635,198969.01,244200,NEAR OCEAN
-122.47,37.74,52,3688,640,1605,567,4.9537,339957.06,365600,NEAR BAY
-117.34,33.21,23,2062,376,1302,379,4.0109,294983.13,145700,NEAR OCEAN
-117.93,33.85,36,2147,416,1011,392,3.2188,225369,196900,<1H OCEAN
-122.41,37.8,52,1724,416,1016,395,3.3839,388129.1,400000,NEAR BAY
-118.54,34.38,18,2096,309,1044,328,6.8299,333958.04,262100,<1H OCEAN
-117.95,33.86,35,2478,431,1333,427,5.2099,231989,191400,<1H OCEAN
-118.22,33.94,41,928,249,1108,236,3.4323,157276,144600,<1H OCEAN
-124.3,41.84,17,2677,531,1244,456,3.0313,133619,103600,NEAR OCEAN
-118.96,35.39,23,5624,1148,2842,1042,3.1297,100956,79000,INLAND
-119.8,36.73,45,925,231,797,228,1.7011,55810,44800,INLAND
-118.45,34.16,22,7828,2038,3303,1922,3.6171,350108.28,318300,<1H OCEAN
-119.53,36.78,20,2822,479,1372,455,4.5625,131340,136900,INLAND
-116.92,32.76,9,1859,307,947,304,5.9202,236831.01,181300,<1H OCEAN
-121.24,38.79,23,1419,261,706,269,3.1875,115046,110200,INLAND
-118.27,34.22,34,8206,1186,3141,1150,7.2812,435355.3,462200,<1H OCEAN
-120.63,38.68,14,1821,316,769,266,3.0789,128933,131700,INLAND
-117.04,32.63,26,2756,422,1166,398,5.1354,226032.01,181600,NEAR OCEAN
-117.77,33.72,10,2815,431,1181,398,6.5743,285922.01,278700,<1H OCEAN
-117.38,33.19,17,353,112,359,118,1.5625,171890.03,162500,NEAR OCEAN
-119.69,36.86,20,1676,263,786,240,4,114579,164600,INLAND
-119.08,35.34,15,1474,235,768,238,4.1528,122716,130100,INLAND
-122.31,40.89,18,754,161,247,107,2.2583,107302,78800,INLAND
-122.42,37.61,17,1040,432,669,405,4.1513,328749.05,137500,NEAR OCEAN
-117.52,33.83,22,2397,400,1347,403,4.46,124886,189800,INLAND
-120.86,37.4,17,3511,636,1904,617,3.1111,113016,113900,INLAND
-122.58,38.38,27,3800,728,1587,605,4.7237,242953.01,306600,<1H OCEAN
-117.99,33.97,18,4078,484,1490,482,10.8034,481168.67,500001,<1H OCEAN
-122.2,40.26,15,2102,358,957,371,3.1908,99306,137900,INLAND
-122.03,37.98,16,1209,477,627,482,1.3894,147516.01,156300,NEAR BAY
-121.79,36.95,34,2152,430,1516,386,3.7863,205999.01,192200,<1H OCEAN
-120.41,38.03,14,2061,465,859,462,2.1289,123233,115300,INLAND
-119.76,36.78,30,6117,1330,2768,1224,2.1383,80798,78800,INLAND
-118.31,33.82,26,2345,408,1195,377,5.4925,264632.01,361700,<1H OCEAN
-117.13,32.7,42,1210,292,945,258,0.8991,104975,78900,NEAR OCEAN
-121.34,38.68,28,3379,552,1543,556,4.2743,155721,124000,INLAND
-118.18,33.83,45,1535,274,591,276,4.2411,265597.01,371700,NEAR OCEAN
-118.35,33.9,31,981,222,734,239,4.875,239534,232400,<1H OCEAN
-118.15,34.05,33,3287,649,1783,653,3.8472,223038,293300,<1H OCEAN
-120.69,37.59,27,1170,227,660,222,2.3906,92988,81800,INLAND
-122.18,37.76,37,1575,358,933,320,2.2917,108581,107000,NEAR BAY
-121.77,39.66,20,3759,,1705,600,4.712,156447,158600,INLAND
-117.8,33.74,30,3569,551,1540,537,5.2998,259711.08,247200,<1H OCEAN
-121.96,37.54,14,5106,1207,2738,1108,3.9909,225231.01,236000,<1H OCEAN
-118.21,34.07,31,1453,404,1486,389,2.3859,161195,153100,<1H OCEAN
-121.02,37.63,35,1591,364,1290,352,1.564,65524,81800,INLAND
-118.13,33.9,38,1475,269,827,265,4.7663,210718,191600,<1H OCEAN
-118.03,34.01,10,6531,1036,2975,1018,6.2319,310817.08,403700,<1H OCEAN
-123.53,40.88,20,2680,599,918,345,2.2115,83185,75000,INLAND
-118.45,34.2,27,1572,450,1039,455,2.5562,223725.02,190500,<1H OCEAN
-118.88,34.22,22,3654,517,1565,518,6.2748,304230.02,274800,<1H OCEAN
-121.91,37.28,29,5650,817,2098,813,6.4285,361522.15,337300,<1H OCEAN
-116.91,32.75,5,8710,1614,4372,1527,4.7813,219789.01,240900,<1H OCEAN
-117.96,33.68,25,2004,349,1085,343,4.7656,237834.01,230700,<1H OCEAN
-121.81,38.01,47,1942,430,1074,393,2.2361,90998,105100,INLAND
-117.9,34.12,33,1788,456,1787,361,2.6629,175649.02,124100,<1H OCEAN
-122.01,38.25,11,6550,1149,3570,1123,3.8583,140990,137900,INLAND
-118.09,34.07,38,1036,226,1058,235,3.2578,177123,184200,<1H OCEAN
-121.77,36.92,9,4934,1112,3198,977,3.5,192292,194800,<1H OCEAN
-119.61,36.94,14,863,151,315,135,4.2679,149211,151800,INLAND
-117.03,32.82,16,1765,289,743,280,4.9744,189443,209700,<1H OCEAN
-122.48,37.79,52,1647,236,546,227,9.1881,492007.86,500001,NEAR BAY
-122.22,37.8,52,2286,464,1073,441,3.0298,225621.05,199600,NEAR BAY
-116.97,32.83,17,6659,1402,3183,1378,2.949,152760,117300,<1H OCEAN
-117.22,33.36,16,3165,482,1351,452,4.605,230020.01,263300,<1H OCEAN
-118.39,34.08,28,833,230,349,210,3.067,328587.24,375000,<1H OCEAN
-121.62,39.76,14,2063,559,934,529,1.7788,91311,85800,INLAND
-122.24,37.79,52,674,180,647,168,3.375,183542,116100,NEAR BAY
-119.97,36.57,17,1497,308,1425,247,2.0313,56967,69400,INLAND
-121.76,36.77,27,1608,503,2031,498,2.3384,165905.01,121000,<1H OCEAN
-121.21,39.24,7,4194,673,1355,566,4.3702,190328,226100,INLAND
-122.17,39.94,32,2352,477,1316,447,2.2292,67013,57400,INLAND
-121.35,38.03,8,1904,255,895,242,5.7201,208253,155700,INLAND
-118.27,33.84,24,6303,1277,3728,1252,3.9227,201996,208600,<1H OCEAN
-118.7,34.29,25,1678,252,862,268,6.1834,301340,229800,<1H OCEAN
-118.12,34.15,22,1671,480,1005,443,3.0119,207574.01,171400,<1H OCEAN
-118.38,34.08,52,1479,360,652,346,2.945,374742.37,431400,<1H OCEAN
-122.13,37.7,19,3516,710,1810,703,3.9032,198195,218000,NEAR BAY
-118.42,34.09,40,3552,392,1024,370,15.0001,500001,500001,<1H OCEAN
-122.73,38.37,40,1389,309,841,288,3.1094,155968,183300,<1H OCEAN
-117.79,33.75,26,2955,377,1074,373,9.3845,448483.45,500001,<1H OCEAN
-122.33,38.38,28,1020,169,504,164,4.5694,185005,287500,INLAND
-121.7,39.07,26,2668,510,1437,505,3.3125,108065,100000,INLAND
-122.51,37.96,39,3302,684,1574,653,3.6863,274397.02,263800,NEAR BAY
-117.93,33.86,36,1672,318,1173,337,4.5774,199474,182100,<1H OCEAN
-118.36,34.09,36,1616,465,773,429,2.6,332267.25,313600,<1H OCEAN
-119.82,36.8,33,1670,256,528,250,2.9471,82785,99500,INLAND
-117.03,32.8,19,3866,775,1554,703,4.3281,188288.02,220000,<1H OCEAN
-122.34,37.57,39,2647,616,1254,555,4.2407,334041.02,433800,NEAR OCEAN
-117.26,32.82,34,5846,785,1817,747,8.496,479550.73,500001,NEAR OCEAN
-122.11,37.4,16,1994,489,1173,472,4.1875,264055,266400,NEAR BAY
-118.08,33.88,27,923,186,1014,204,3.825,168513,159500,<1H OCEAN
-118.28,33.79,28,1895,420,1422,389,4.3816,208619.01,191300,<1H OCEAN
-117.64,34.07,38,2450,544,1823,536,2.837,112595,111200,INLAND
-118.25,33.89,35,1582,391,1957,404,2.4537,127533,91500,<1H OCEAN
-117.61,34.14,14,15809,2485,7363,2410,5.5198,210218,245600,INLAND
-122.23,37.79,52,1783,395,1659,412,2.9357,200416,107900,NEAR BAY
-117.25,33.1,14,3676,720,1176,614,3.9464,285177.07,171900,NEAR OCEAN
-117.2,33.72,16,5373,1079,1573,933,1.9912,141295,98600,<1H OCEAN
-117.92,33.91,27,2558,310,891,316,9.5561,422481.41,411800,<1H OCEAN
-119.82,36.72,25,2581,528,1642,509,1.6435,61446,52600,INLAND
-119.09,35.41,12,3449,522,1754,551,5.6235,191491,130600,INLAND
-121.59,37.19,52,220,32,55,26,15.0001,490810.92,131300,<1H OCEAN
-117.96,33.9,9,1899,284,1070,293,7.2532,323633.01,381500,<1H OCEAN
-116.84,33.01,5,5673,855,2592,797,5.4155,246278,199200,<1H OCEAN
-119.65,36.35,21,1745,266,837,292,4.3911,117942.99,107900,INLAND
-122.43,37.75,52,1615,393,633,378,3.5114,335178.03,347500,NEAR BAY
-122.47,37.5,25,950,259,404,195,3.1937,238868.01,319200,NEAR OCEAN
-117,32.8,33,1816,325,768,316,4.5662,208258.04,150300,<1H OCEAN
-121.55,39.48,41,461,107,284,90,2.2045,93556,41800,INLAND
-122.21,37.8,38,2254,535,951,487,3.0812,170482,233100,NEAR BAY
-118.35,33.91,32,1660,366,928,398,4.3187,232218,269700,<1H OCEAN
-117.2,32.85,22,3501,631,1297,581,4.7891,218383.02,295300,NEAR OCEAN
-117.84,34.04,4,9959,1544,4904,1429,6.9754,309255,402500,<1H OCEAN
-118.12,33.94,31,2210,519,1047,472,3.3292,213879,271300,<1H OCEAN
-121.29,38.02,12,2006,426,1849,396,2.5437,109163,99000,INLAND
-122.78,38.41,43,1351,277,1011,297,2.5917,144858,144000,<1H OCEAN
-119.15,34.2,25,3445,898,5558,894,3.0972,191857,169300,NEAR OCEAN
-117.06,32.61,24,4369,1353,3123,1247,2.0571,131053,152300,NEAR OCEAN
-117.8,34.11,25,5039,821,2654,802,4.7969,167568,211700,INLAND
-117.7,33.92,4,8301,1333,3941,1236,6.2141,279207.03,252200,<1H OCEAN
-118.25,34.15,13,1107,479,616,443,0.8185,212958.01,187500,<1H OCEAN
-117.16,32.82,28,2291,371,1098,382,4.6875,185151,188000,NEAR OCEAN
-122.04,38.28,12,3861,795,2129,806,3.676,147214,135000,INLAND
-118,33.93,35,1288,240,758,250,4.9205,196620,173900,<1H OCEAN
-121.82,38,29,2070,452,985,420,2.8466,125088,113400,INLAND
-118.23,33.91,34,789,200,1041,191,3.119,128158,90300,<1H OCEAN
-118.47,34,37,2586,765,1801,737,2.6042,291314.01,305800,<1H OCEAN
-118.25,33.97,38,1231,346,1217,354,1.8661,102102,106600,<1H OCEAN
-121.3,38.74,41,4374,1039,2387,959,2.3611,98192,87900,INLAND
-117.37,34.13,17,2681,470,1621,459,3.875,124646,118500,INLAND
-121.98,37.58,20,4126,1031,2079,975,3.6832,217318,216900,<1H OCEAN
-118.38,33.95,29,1821,588,1397,523,2.5833,210103.01,187500,<1H OCEAN
-118.26,34.12,52,1942,476,1375,477,2.7348,197678.02,209100,<1H OCEAN
-118.41,34.15,33,4032,868,1695,869,4.3468,383076.25,425900,<1H OCEAN
-117.05,32.77,23,2556,662,1200,548,1.8899,133941,147700,NEAR OCEAN
-121.5,38.54,52,1145,133,334,138,8.338,402178.32,405800,INLAND
-118.25,34,36,1033,267,1112,229,1.7237,107089,105800,<1H OCEAN
-117.95,33.74,25,1393,243,976,245,5.4485,233260,225200,<1H OCEAN
-122.04,36.97,40,1193,227,570,204,4.4659,286239.07,237500,NEAR OCEAN
-122.06,37,14,1547,374,4731,348,2.4732,161255,131300,NEAR OCEAN
-117.05,33.13,22,2427,390,1099,362,5.2323,236281,167500,<1H OCEAN
-121.52,39.5,33,1462,241,569,231,3.2833,96004,82600,INLAND
-118.2,34.09,39,1594,430,1668,378,2.5343,164051,138200,<1H OCEAN
-117.05,32.71,25,3292,608,2266,592,3.2986,129074,119200,NEAR OCEAN
-117.82,34.12,26,3118,528,1546,545,5.27,175385,209400,INLAND
-122.02,37.4,35,2348,531,1475,498,4.35,261084,261000,<1H OCEAN
-123.79,39.44,16,2017,423,1177,414,3.2171,157848,116200,<1H OCEAN
-122.26,37.86,52,2888,604,1253,538,3.3893,250752.03,241700,NEAR BAY
-119.71,36.74,18,8099,1670,4476,1514,2.4728,87996,88300,INLAND
-118.17,33.83,45,2019,363,880,339,4.1023,288684.05,217300,NEAR OCEAN
-121.28,38.66,17,7741,1401,3153,1331,3.7869,138043,216100,INLAND
-119.67,36.72,31,843,140,453,149,2.6875,86587,153800,INLAND
-121.22,38.43,20,2054,339,934,336,4.5368,184789,219300,INLAND
-118.09,34.74,34,1218,285,797,248,2.4348,97203,104800,INLAND
-117.42,34.13,4,11587,1796,5804,1705,4.8283,160094,141900,INLAND
-122.59,38.92,15,1410,329,599,273,2.1953,100002,75000,INLAND
-117.21,32.81,27,1318,216,495,191,5.2837,252567.02,283800,NEAR OCEAN
-121.65,36.85,20,2606,424,1361,426,4.5787,223375,245100,<1H OCEAN
-117.83,33.8,30,4713,758,2271,730,5.8622,259862,221000,<1H OCEAN
-118.06,33.91,36,1360,271,909,275,4.6731,194360,173300,<1H OCEAN
-118.61,34.24,17,5406,895,2337,882,6.0137,296550.06,375900,<1H OCEAN
-118.36,34.08,52,1965,480,794,451,3.2824,290356.06,304800,<1H OCEAN
-120.43,34.95,50,1966,413,985,403,2.3506,182898.01,136100,<1H OCEAN
-117.14,34.06,15,3057,510,1154,460,3.9741,134203,141100,INLAND
-121.26,38.14,10,3371,665,1823,654,3.5333,130915,116800,INLAND
-122.7,38.99,18,1177,224,181,105,2.3558,133518,134700,INLAND
-117.26,33.26,9,4609,798,2582,746,4.3429,216443.01,173900,<1H OCEAN
-117.81,33.64,16,2404,349,868,329,11.0138,498041.97,442100,<1H OCEAN
-118.47,34.27,35,1150,185,741,178,5.741,276249,220600,<1H OCEAN
-122.55,37.91,48,1283,278,567,255,3.2794,248375.02,460000,NEAR BAY
-119,35.36,39,896,217,805,197,1.25,52361,42500,INLAND
-117.91,33.84,25,1021,252,975,258,3.125,178565,168100,<1H OCEAN
-118.3,34.07,31,1489,664,1793,556,2.4348,227401.04,230600,<1H OCEAN
-122.24,38.12,42,1625,255,578,243,4.0114,177860,166900,NEAR BAY
-122.32,37.56,26,2339,704,1283,654,3.162,247614,415000,NEAR OCEAN
-120.81,38.89,17,1438,324,675,268,2.9444,119535,119300,INLAND
-119.71,34.42,49,1560,436,1041,411,2.925,221640,246900,<1H OCEAN
-117.1,32.58,27,2616,591,1889,577,2.3824,126191,127600,NEAR OCEAN
-122.41,37.79,52,3302,869,1178,727,3.3681,434900.26,500001,NEAR BAY
-124.11,40.57,33,1348,234,573,236,2.4896,97009,74100,<1H OCEAN
-121.5,38.57,9,745,175,297,160,3.358,134211,77500,INLAND
-119.39,36.54,34,1590,422,1272,407,1.8068,55267,59000,INLAND
-117.07,33.12,12,2453,599,1251,529,2.4122,131493,127000,<1H OCEAN
-116.94,34.4,20,6541,1401,2631,980,2.1339,93720,78500,INLAND
